uts,utc_time,artist,artist_mbid,album,album_mbid,track,track_mbid
"1720688852","11 Jul 2024, 09:07","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Faith","0b4ab1bb-c382-349e-af18-592e702c6bc6","Primary","58900088-3e21-41d5-a2f6-44f3c34e056b"
"1720688656","11 Jul 2024, 09:04","Go‐Go’s","","Beauty and the Beat","","This Town",""
"1720688506","11 Jul 2024, 09:01","Ricky Skaggs & Tony Rice","","Skaggs & Rice","","Tennessee Blues","19fad19e-4379-35d8-9009-ccda93d7b1b3"
"1720688242","11 Jul 2024, 08:57","Michael Jackson","f27ec8db-af05-4f36-916e-3d57f91ecf5e","Off the Wall","013d3033-ba85-4bfb-84be-f117db777452","Get on the Floor","022dcd5e-324f-490e-a048-42c81992c54a"
"1720687999","11 Jul 2024, 08:53","Bee Gees","bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810","Greatest","1626f081-3a2c-414a-836b-198ef4b6d12a","You Should Be Dancing",""
"1720687841","11 Jul 2024, 08:50","Olivia Vedder, Eddie Vedder & Glen Hansard","","Flag Day (Original Soundtrack)","","My Father's Daughter",""
"1720687673","11 Jul 2024, 08:47","Pink Floyd","83d91898-7763-47d7-b03b-b92132375c47","The Wall","02a26364-1e0c-434b-bbba-c5d28fa91a4a","Young Lust","31df8774-2fbe-4fda-8af7-15291c37dbb2"
"1720687370","11 Jul 2024, 08:42","Ocean Colour Scene","601d793d-7e96-4bb6-b4a6-712d5c926259","Moseley Shoals","1850d9fd-efed-4d97-a9c1-3175baecce81","The Riverboat Song",""
"1720686989","11 Jul 2024, 08:36","James Gang","4167b497-1ae5-4502-a8e6-e1546ffbe514","Licorice Pizza: Original Motion Picture Soundtrack","4ac61f5e-5926-4f14-a159-9780370cc59c","Walk Away","1ef01059-5680-46e3-9f2d-fb17f1cc6e93"
"1720686730","11 Jul 2024, 08:32","Chris Norman & Suzi Quatro","","Licorice Pizza: Original Motion Picture Soundtrack","4ac61f5e-5926-4f14-a159-9780370cc59c","Stumblin’ In",""
"1720686299","11 Jul 2024, 08:24","ERAAS","96510573-f854-48a0-8715-599fb85bf604","","","Old Magic","509fe489-5137-4479-b22a-ebf748e41456"
"1720686295","11 Jul 2024, 08:24","Skywatchers","","The Skywatchers Handbook","b98102ff-e150-429b-a4fa-ee381eea3130","Small Lights","5c472198-a247-3786-b1dc-f4810086aa72"
"1720686078","11 Jul 2024, 08:21","Skywatchers","","The Skywatchers Handbook","b98102ff-e150-429b-a4fa-ee381eea3130","Ever Felt The Sky?","e718f871-240e-3113-b154-625b11b765df"
"1720685867","11 Jul 2024, 08:17","Skywatchers","","The Skywatchers Handbook","b98102ff-e150-429b-a4fa-ee381eea3130","Do You Want To Go To Space Young Man?","46dddbc2-72d0-3ed5-97f5-81f3daafe8cf"
"1720685654","11 Jul 2024, 08:14","Skywatchers","","The Skywatchers Handbook","b98102ff-e150-429b-a4fa-ee381eea3130","The Lunar Tune","a1f2230f-9809-38c2-ac1b-fab3455d7d16"
"1720685459","11 Jul 2024, 08:10","Skywatchers","","The Skywatchers Handbook","b98102ff-e150-429b-a4fa-ee381eea3130","Serves Me Right","b2fc459c-2723-3e49-9522-9775687f481a"
"1720685229","11 Jul 2024, 08:07","Skywatchers","","The Skywatchers Handbook","b98102ff-e150-429b-a4fa-ee381eea3130","Rhythm Of Ashes","82a2f75b-73db-35ae-9541-d1c011711ce4"
"1720684983","11 Jul 2024, 08:03","Skywatchers","","The Skywatchers Handbook","b98102ff-e150-429b-a4fa-ee381eea3130","The Curious Village","7a37029b-ae8a-3e29-a155-9070c218172f"
"1720684758","11 Jul 2024, 07:59","Skywatchers","","The Skywatchers Handbook","b98102ff-e150-429b-a4fa-ee381eea3130","Soul Baptist","6431b539-b901-3fb7-9ac2-9ec73f38cbdd"
"1720684543","11 Jul 2024, 07:55","Skywatchers","","The Skywatchers Handbook","b98102ff-e150-429b-a4fa-ee381eea3130","Dead Flowers For Her","949f93fa-d157-34ea-a5e6-55aa87c03ab3"
"1720684330","11 Jul 2024, 07:52","Blood Meridian","","Kick Up The Dust","d2193f71-45c3-36ec-946c-a6f1749e9d54","Work Hard, For What?","4268d789-a413-3877-86a5-37910c244010"
"1720684132","11 Jul 2024, 07:48","Travis","","The Invisible Band","2c156173-2efa-498f-aee3-56622deb2d04","Sing",""
"1720683821","11 Jul 2024, 07:43","The Psychedelic Furs","9f930ddf-be2f-4de5-a39f-7ae47305752e","Forever Now","40787a1f-4259-3462-bbfb-fd731a99112f","Sleep Comes Down","5a856d6a-022b-3e45-908e-e1a435922fa4"
"1720683592","11 Jul 2024, 07:39","Television","490bde43-5edb-4a93-b3b3-7a0465fd8909","Marquee Moon","10a0d261-5d9b-3259-9d31-db3b47d446c2","Marquee Moon","bf70f64e-9cb2-4b9d-b844-7cbdfa3d1073"
"1720683246","11 Jul 2024, 07:34","Harry Chapin","ae4e3542-7838-4a6f-b753-08216be5a6bb","Verities & Balderdash","2eb01a9c-6bab-4e90-9445-4e3a2eece02d","Cat's in the Cradle","a38e5cf0-844d-4df1-8110-6137b48a739b"
"1720682943","11 Jul 2024, 07:29","Golden Earring","","Moontan","2bc9423a-4841-4f22-afc1-a2f9c896e38d","Candy’s going bad",""
"1720682635","11 Jul 2024, 07:23","Betty Davis","bb17dc42-ecaf-42ca-aa35-b23207573060","Betty Davis","28187ff5-12c1-45cf-bfdb-2f4ff91cf24b","Anti Love Song","34101a07-26f6-3a25-b7a2-d74a2c24e50b"
"1720682413","11 Jul 2024, 07:20","Taj Mahal","4f48167c-29b8-4bde-a749-6803ce0a3922","Taj Mahal","0047393a-1ce9-32c0-8af5-1a378c88b551","Statesboro Blues",""
"1720682174","11 Jul 2024, 07:16","Francis of Delirium","4332dc29-35a4-406f-855f-8df891462993","Lighthouse","6c0255e8-ce10-4c0c-a524-045565dd710b","Ballet Dancers (Never Love Again)","8039a040-a526-462b-865c-95f7992c0a68"
"1720681970","11 Jul 2024, 07:12","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Magnificat in C major: IV. Suscepit Israel","672d9935-d208-45c8-b622-09e6acb4088d"
"1720681885","11 Jul 2024, 07:11","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Magnificat in C major: III. Deposuit potentes","6150ab9e-2065-4cf8-9834-75f3276b018b"
"1720681770","11 Jul 2024, 07:09","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Magnificat in C major: II. Et misericordia","05c0c2cc-ac36-49d9-914a-afcf17aae967"
"1720681653","11 Jul 2024, 07:07","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Magnificat in C major: I. Magnificat","33c7cbef-ba88-4e40-88a1-161b9aaaf84e"
"1720681440","11 Jul 2024, 07:04","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. XII. Quando corpus morietur","52b3a675-0bac-4b34-927e-45143c7051b2"
"1720681242","11 Jul 2024, 07:00","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. XI. Inflammatus et accensus","698834b0-b134-4270-b3d0-d2d6f832b8ae"
"1720681048","11 Jul 2024, 06:57","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. X. Fac ut portem","e6a648ad-a18c-412f-9b97-0e6951c0d886"
"1720680773","11 Jul 2024, 06:52","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. IX. Sancta Mater, istud agas","fa909428-cc10-48cc-80f6-3a6f30f5df80"
"1720680534","11 Jul 2024, 06:48","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. VIII. Fac ut ardeat","315b01f8-6c63-4f16-ba90-2d91474f3c8a"
"1720680363","11 Jul 2024, 06:46","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. VII. Eia, Mater, fons amoris","79e6c09a-463e-4783-9bf4-9317480b6c09"
"1720680168","11 Jul 2024, 06:42","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. VI. Vidit suum dulcem natum","11670d6a-b6b0-48fc-a268-cdddfc045e4b"
"1720679943","11 Jul 2024, 06:39","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. V. Quis est homo","d41ce488-9940-4b46-b402-50648fe19c63"
"1720679779","11 Jul 2024, 06:36","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. IV. Quae moerebat et dolebat","fa1e0876-9a86-4df6-b042-955c920a1399"
"1720679625","11 Jul 2024, 06:33","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. III. O quam tristis","3fe14c74-b228-41fe-8966-5dd51915fc82"
"1720679479","11 Jul 2024, 06:31","Giovanni Battista Pergolesi","7640225e-5758-40e2-a37b-971c2a7994b0","Stabat Mater","","Stabat Mater. II. Cuius animam gementem","21c495e2-3e2e-4774-9a8f-3dedc4dd3ac7"
"1720616398","10 Jul 2024, 12:59","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","Give the Mule What He Wants","09f84ccc-e8f5-3ada-93b1-ea44805855be"
"1720616103","10 Jul 2024, 12:55","Jerry Cantrell","960eb93f-e73c-4df8-864d-08a06c2dcc11","Brighten","3739f3e8-6d85-4b4a-a84e-17bf9000cb07","Had to Know","1df94bd6-7a9c-4785-a577-4c02d54eb0eb"
"1720615876","10 Jul 2024, 12:51","Fu Manchu","","California Crossing","30c332b7-1b78-3555-8cfe-79138300bec4","Thinkin’ Out Loud",""
"1720615648","10 Jul 2024, 12:47","Vista Chino","6fd6a8f1-c9df-4b6c-84eb-5215a0687a93","Peace","037be065-66a3-491a-9de2-fd63c4671e89","As You Wish","238dd19c-1c20-4b92-b454-83b6626a0bc7"
"1720615377","10 Jul 2024, 12:42","Supercruel","","Devil With a Gun","","It's a Shame",""
"1720615239","10 Jul 2024, 12:40","Unida","ea5a35dc-edc1-43d2-9665-9eb8730e8e6c","Coping with the Urban Coyote","4fca8d42-4b65-4eb8-a8c6-2614b7d0232d","If Only Two","09b6c171-c1e4-33f7-a523-574dc677ab71"
"1720614958","10 Jul 2024, 12:35","Audioslave","020bfbb4-05c3-4c86-b372-17825c262094","Revelations","01f4c33a-c7c2-496e-82e4-b1c99dce6e6b","Revelations","12115891-1935-3901-acbe-2392cf54547a"
"1720614670","10 Jul 2024, 12:31","Lowrider","","Ode To Io","26d88dd4-deaf-496f-acbe-1eeaa53b5f7b","Flat Earth","0654aeab-fd22-4272-a6ae-fbd64ca6d54d"
"1720614331","10 Jul 2024, 12:25","Pearl Jam","83b9cbe7-9857-49e2-ab8e-b57b01038103","Ten","032469aa-f00b-49cd-badf-5cbda161170c","Alive",""
"1720614006","10 Jul 2024, 12:20","Lonely Kamel","b10fa867-b5b3-4c5d-8e7e-429d4422a4f9","Dust Devil","161e66c2-a017-46fd-a8dc-69cc4e529118","Evil Man",""
"1720613463","10 Jul 2024, 12:11","Faith No More","b15ebd71-a252-417d-9e1c-3e6863da68f8","King for a Day… Fool for a Lifetime","081118dd-b54f-4402-be18-433df5e722ac","Ricochet","0ed2b6aa-d86c-4ddd-8730-871e90ea7bbf"
"1720613223","10 Jul 2024, 12:07","Slo Burn","08dbc17c-a723-4d04-a7b3-8739c1895dd9","The Red Ant Album","c66be614-472b-4e49-a550-8a1c90a53624","Pilot the Dune","16106541-9c48-3914-ade7-cafbd382e148"
"1720612989","10 Jul 2024, 12:03","Yawning Man","075ded80-c694-4157-9a97-4d42ca8b9e8e","Pot Head","ad04cbda-8384-4b01-b8a8-ab45c9327ee7","Encounters With an Angry God","9a89b4d6-a843-3274-9356-d339d96443cf"
"1720612755","10 Jul 2024, 11:59","Filthy Jim","","Night Killers","","The Amazing Ignatius",""
"1720612335","10 Jul 2024, 11:52","Lonely Kamel","b10fa867-b5b3-4c5d-8e7e-429d4422a4f9","Blues for the Dead","4df934b5-65af-4846-959a-5e961295e8bb","Wasted time","50d7abf3-7a11-30e5-a2cf-89a76132e28a"
"1720612053","10 Jul 2024, 11:47","John Garcia","0970899c-a97e-4785-b7a2-4052faf39906","John Garcia And The Band Of Gold","26f8c0e8-04cf-460d-9fdd-c95f3901a7c4","Jim's Whiskers","4453c486-c59f-4b56-9f9a-6bfa2386bae6"
"1720611824","10 Jul 2024, 11:43","Dozer","","Beyond Colossal","755d7320-baac-396d-a819-ddf935b8a2f0","Empire’s End",""
"1720611580","10 Jul 2024, 11:39","Soundgarden","153c9281-268f-4cf3-8938-f5a4593e5df4","Superunknown","04ae4546-532d-4ba5-a798-23dab9dbc921","Spoonman",""
"1720611339","10 Jul 2024, 11:35","Kyuss","ea0f2a37-7007-4217-a812-396227f5013a","…And the Circus Leaves Town","1946299c-8cdb-4ba1-95d1-f160e386cc03","Hurricane","374c9514-3fef-4e28-a86a-ad935124cdda"
"1720611182","10 Jul 2024, 11:33","Tomahawk","6bbf17b0-9464-435e-8ac6-6d4c9c029382","Tomahawk","ceace11f-59af-40a1-8e7b-7dd9e64c5fe7","God Hates a Coward","0dafad50-d793-43e1-afcd-4fa2750e9fd2"
"1720611019","10 Jul 2024, 11:30","Fu Manchu","f96de591-5dae-41da-855b-eb387d88d7d4","Start the Machine","0380297a-9afe-47f0-a7ae-3577223f1420","Written in Stone","0e0d4eb4-f869-3aff-b7b8-adb421f02b98"
"1720610817","10 Jul 2024, 11:26","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","Give the Mule What He Wants","09f84ccc-e8f5-3ada-93b1-ea44805855be"
"1720610459","10 Jul 2024, 11:20","Queens of the Stone Age","","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","You Can’t Quit Me Baby",""
"1720610181","10 Jul 2024, 11:16","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","Hispanic Impressions","00e19477-138a-34bf-ab25-36a87033686b"
"1720609935","10 Jul 2024, 11:12","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","Mexicola","32bb451a-750f-476d-bac7-b7561b1c8ac4"
"1720609682","10 Jul 2024, 11:08","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","How To Handle A Rope (A Lesson In The Lariat)","22a869c4-6b74-3e2c-9800-2b45ef62aecb"
"1720609463","10 Jul 2024, 11:04","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","You Would Know","123cd9b3-98bb-4383-bc45-e9d1ba2f507b"
"1720609178","10 Jul 2024, 10:59","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","Walkin On The Sidewalks","3e56e07d-b51a-4524-829a-e2e5851d150c"
"1720608931","10 Jul 2024, 10:55","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","If Only","b3fa2923-021c-4c83-b48a-181a9b54aab4"
"1720608732","10 Jul 2024, 10:52","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","Avon","c9b1f4e7-3ff2-4409-9692-363ac4cdc47e"
"1720608493","10 Jul 2024, 10:48","Queens of the Stone Age","7dc8f5bd-9d0b-4087-9f73-dc164950bbd8","Queens of the Stone Age","1c6604be-6d67-3152-a7c5-ea526e377d41","Regular John","586f7f9f-2c0f-4a37-9052-5aa085ccc4bf"
"1720607912","10 Jul 2024, 10:38","The Rolling Stones","b071f9fa-14b0-4217-8e97-eb41da73f598","Beggars Banquet","12281cc7-d270-4933-8411-adbe0a26a50e","Salt Of The Earth","661ad44c-620c-4de0-848a-51f5bcfe8299"
"1720607579","10 Jul 2024, 10:32","Nick Cave & the Bad Seeds","172e1f1a-504d-4488-b053-6344ba63e6d0","The Lyre Of Orpheus","","O Children","2288ad7f-fc41-4525-9788-a9403af52627"
"1720607187","10 Jul 2024, 10:26","Can","49c2b08e-bee7-4a79-92ff-b8dbeb3230d2","Monster Movie","2cd9dd79-8484-3161-888c-37e1a08d7605","Mary, Mary So Contrary","7eb4a991-7dab-4955-a13a-60cd7ffffdb7"
"1720606873","10 Jul 2024, 10:21","Bruce Springsteen","70248960-cb53-4ea4-943a-edb18f7d336f","Born to Run","027094a4-e561-34d2-82a2-62221f4df2c7","She’s the one",""
"1720606663","10 Jul 2024, 10:17","George Harrison","42a8f507-8412-4611-854f-926571049fa0","All Things Must Pass","07d51bc7-64c9-3fba-b6fc-0695f6e8d6a4","Awaiting on You All","05b21c2b-71d3-4c17-a67f-605179bd0518"
"1720606408","10 Jul 2024, 10:13","Echo & the Bunnymen","ccd4879c-5e88-4385-b131-bf65296bf245","Grosse Pointe Blank: More Music From the Film","","The Killing Moon","333b309e-78d6-42b0-9672-3334c9d2d165"
"1720606172","10 Jul 2024, 10:09","The Brian Jonestown Massacre","381e8434-109a-439c-8acc-5d328359f2e0","Thank God for Mental Illness","8c49701e-b108-4f33-88a7-96d33c64dc3c","Free and Easy, Take 2","10ca0c40-1ade-3cbc-8267-09d50266fdf3"
"1720605980","10 Jul 2024, 10:06","The Stevenson Ranch Davidians","66971595-26d0-43ea-8d36-7961b1f26992","Amerikana","61c79bae-6832-4955-aef3-1bd78915b623","Holy Life","e1639185-4097-409d-8e98-e8eb0b35cc73"
"1720605752","10 Jul 2024, 10:02","The Jayhawks","","Tomorrow The Green Grass","4f747867-173b-4e04-959e-5595c0b4243e","Miss Williams’ Guitar",""
"1720605548","10 Jul 2024, 09:59","The Rolling Stones","b071f9fa-14b0-4217-8e97-eb41da73f598","Exile on Main St.","0106aa50-898b-433a-8179-b5ebd66eafdd","Torn and Frayed","976cad25-ddec-37cf-97e8-b1d83e06de17"
"1720605294","10 Jul 2024, 09:54","Nick Cave & the Bad Seeds","172e1f1a-504d-4488-b053-6344ba63e6d0","Abattoir Blues","","Let the Bells Ring","1267304b-4366-3258-8d80-7282d76e871a"
"1720605067","10 Jul 2024, 09:51","The Lovetones","3aab9202-0373-438e-b03f-16a625bf7a98","Meditations","5b179718-55bb-4549-ac5d-70ab499d4716","Mantra","902f5489-5015-4a4c-99c8-6bbbe1cfce4c"
"1720604831","10 Jul 2024, 09:47","The Jayhawks","24ed5b09-02b1-47fe-bd83-6fa5270039b0","Sound Of Lies","13900120-8102-4119-b6d8-8e45ff9d956d","Bottomless Cup","342f0762-53b8-498a-9839-f9dd4869e1a1"
"1720604612","10 Jul 2024, 09:43","Milkbrother","ad238959-5476-4fdd-afc0-4cc4f5381df9","Milkbrother","6c8913fe-7985-40a3-90d5-b7e03d73c985","Orchid Eye","036caa90-5169-4f25-b72b-23e75a8092a3"
"1720604272","10 Jul 2024, 09:37","Songs: Ohia","1305bd7e-27ef-4236-ae87-0a7d435234ca","The Magnolia Electric Co.","2f82a5a3-d049-3cf9-a38f-c2250b1e228d","Farewell Transmission","777de38d-fc0f-4556-967c-9e04480eea0e"
"1720603860","10 Jul 2024, 09:31","Phosphorescent","739da2f1-0741-4c60-a6ed-f42d49bf2eb1","Muchacho","13995b09-6a31-44d6-9185-3f41a70273d3","The Quotidian Beasts","4083d036-e47c-44fc-a21d-76bec0c8e3ae"
"1720603546","10 Jul 2024, 09:25","Tom Petty & The Heartbreakers","","Greatest Hits","0386eabb-053d-4804-8e37-313b3988ab99","American Girl","cf4b45f7-40a1-4e3c-8bb7-b1b2bcdc4a94"
"1720603337","10 Jul 2024, 09:22","Television","490bde43-5edb-4a93-b3b3-7a0465fd8909","Marquee Moon","10a0d261-5d9b-3259-9d31-db3b47d446c2","See No Evil","9aef4afa-e21a-4a6b-b156-c31503e0682e"
"1720603145","10 Jul 2024, 09:19","The Velvet Underground","94b0fb9d-a066-4823-b2ec-af1d324bcfcf","High Fidelity","2d520348-166a-4912-b831-f8cd82073919","Who Loves The Sun",""
"1720602985","10 Jul 2024, 09:16","Small Faces","7771a68c-ef6a-400f-978d-64050d45a54c","Best of the 60's","b425206b-bc58-4a10-b815-3d22bfc61fae","Itchycoo Park",""
"1720602768","10 Jul 2024, 09:12","Nick Cave & the Bad Seeds","172e1f1a-504d-4488-b053-6344ba63e6d0","Abattoir Blues","","Nature Boy","09e52e09-a015-47fc-b397-569309d8ffeb"
"1720602528","10 Jul 2024, 09:08","Ghost Woman","9086fc25-28e8-442c-8af6-64c6f254cbfa","Anne If","","Anne, If",""
"1720602327","10 Jul 2024, 09:05","George Harrison","42a8f507-8412-4611-854f-926571049fa0","All Things Must Pass","07d51bc7-64c9-3fba-b6fc-0695f6e8d6a4","Ballad of Sir Frankie Crisp (Let It Roll)","0432df5a-7c50-4563-bc53-4ec9327c0ec6"
"1720602133","10 Jul 2024, 09:02","16 Horsepower","9a22fc7b-ad7f-4c70-9e0f-4d40cd7562cd","Sackcloth ’n’ Ashes","75d92172-7a2f-4a9e-89da-8eca082c25e0","Horse Head","ff34e177-da9f-33d5-ba60-87984e0968da"
"1720601957","10 Jul 2024, 08:59","The Stevenson Ranch Davidians","66971595-26d0-43ea-8d36-7961b1f26992","Amerikana","61c79bae-6832-4955-aef3-1bd78915b623","Binary Bop","51d93b5c-cbcb-4c66-85b9-825e04fb53ab"
"1720601749","10 Jul 2024, 08:55","Pink Mountaintops","307acc10-db10-441a-abf8-4c47e63b342c","The Pink Mountaintops","300423a3-129f-430c-82fa-1e9a3af4c6fa","Tourist in Your Town","0285b36a-299c-47a6-a0fe-b09b32aa6da4"
"1720601483","10 Jul 2024, 08:51","The Rolling Stones","b071f9fa-14b0-4217-8e97-eb41da73f598","Goats Head Soup","","Dancing With Mr. D.","4779abb5-a57e-461e-9f9e-89dcea0ffbb9"
"1720601237","10 Jul 2024, 08:47","The Lovetones","3aab9202-0373-438e-b03f-16a625bf7a98","Axiom","f514eb94-25e8-49b0-8438-e63e73dc3783","Wintertime In Hollywood","d8ff6bb4-9905-32aa-b8db-71abf70fa2e9"
"1720601061","10 Jul 2024, 08:44","The Raspberries","01b405ae-8ca2-4dbe-8a30-0587b597f598","Raspberries Greatest","8b6528dd-af93-46cf-a223-3ea1a3582ca2","I Wanna Be With You","138106d8-e6b0-3bca-9a59-3c88d2bdf1b7"
"1720600116","10 Jul 2024, 08:28","Bruce Springsteen","70248960-cb53-4ea4-943a-edb18f7d336f","Born to Run","027094a4-e561-34d2-82a2-62221f4df2c7","Thunder Road",""
"1720599849","10 Jul 2024, 08:24","Tindersticks","","Tindersticks","17daef5c-ac7f-4d65-a609-bee80d7734a8","Tie‐Dye",""
"1720599622","10 Jul 2024, 08:20","The Cars","","The Cars","0549c4c0-24aa-40b2-9f8a-671f6887c962","All Mixed Up","0105b62c-2890-4663-810e-543e95e3d06c"
"1720599345","10 Jul 2024, 08:15","Rod Stewart","a35237a0-4f47-40a6-b6f3-1e786db23402","Lords Of Dogtown","","Maggie May",""
"1720599051","10 Jul 2024, 08:10","Smog","94040478-e284-4772-b704-4c76d96c64c0","Knock Knock","309a2a80-cd6a-4618-895f-92fb84616ab9","Cold Blooded Old Times","0f401c08-d6b0-3775-a8a3-db1bb838b36d"
"1720598806","10 Jul 2024, 08:06","Black Mountain","4898b9ad-f564-4ff1-9046-b1a16dfd5200","Black Mountain","0f3a92c1-271c-4b69-8331-b21ee4532f40","No Satisfaction","2e3eb36b-d7f1-30c9-be70-765d1a54a530"
"1720598590","10 Jul 2024, 08:03","George Harrison","42a8f507-8412-4611-854f-926571049fa0","Let It Roll: Songs By George Harrison","","When We Was Fab","70cfaa89-daaf-476e-84d4-6242ee04d987"
"1720598277","10 Jul 2024, 07:57","Nirvana","","MTV Unplugged in New York","045af24f-47aa-4730-a2e6-cc135a12a610","Come as You Are","486a6cd7-f064-4aba-8dcd-2295a7c2fc14"
"1720598116","10 Jul 2024, 07:55","John Frusciante","f1571db1-c672-4a54-a2cf-aaa329f26f0b","The Empyrean","17fc46ce-fef6-4b79-84eb-021123aced71","Central","06f90df0-1fd1-35bb-8634-a464bb9f5a29"
"1720597766","10 Jul 2024, 07:49","The Beatles","b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d","The Beatles (White Album)","","While My Guitar Gently Weeps",""
"1720529586","09 Jul 2024, 12:53","SLM - SmartLess","","SmartLess","","""Andy Samberg""",""
"1720527134","09 Jul 2024, 12:12","Words Unravelled with RobWords and Jess Zafarris","","[Unknown Album]","","10: How did the planets get their names? | SPACE WORDS",""
"1720516274","09 Jul 2024, 09:11","Oh No, Ross and Carrie!","","Oh No, Ross and Carrie! The Podcast","","Ross and Carrie Get their Vibe On: Dr. Steven Schwartz Edition",""
"1720515587","09 Jul 2024, 08:59","ZZ Top","a81259a0-a2f5-464b-866e-71220f2739f1","Rancho Texicano: The Very Best of ZZ Top","55accc2d-f386-4a2a-b365-7871fb2bc388","I’m Bad, I’m Nationwide",""
"1720515362","09 Jul 2024, 08:56","The Beatles","b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d","The Beatles (White Album)","","Happiness Is a Warm Gun","6605eae7-e83c-3945-a375-af8ea4944886"
"1720515228","09 Jul 2024, 08:53","Blood Meridian","","Kick Up The Dust","d2193f71-45c3-36ec-946c-a6f1749e9d54","Your Boyfriends' Blues","2a4633b6-7f18-3ec0-a532-fab91e64c4c3"
"1720514969","09 Jul 2024, 08:49","The Beatles","b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d","The Beatles (White Album)","","While My Guitar Gently Weeps",""
"1720514729","09 Jul 2024, 08:45","The Secret Sisters","7389422f-074f-45ff-a9b8-5790d3c84c08","You Don’t Own Me Anymore","","Tennessee River Runs Low","6a72ec95-dd27-4bb7-aec2-2d424f55327d"
"1720514468","09 Jul 2024, 08:41","Ane Brun","d735497b-25f9-4503-8fb5-f50150730c18","Rarities","400e7dd3-8eee-41c4-b0d8-9d611c7025fa","Daring To Love","0e6367ef-cfdb-4de4-92bc-20c05dce81b0"
"1720514288","09 Jul 2024, 08:38","El Michels Affair","dbf0a5c5-3665-4495-b13b-99438a6a0900","Return to the 37th Chamber","6fb7e1f5-4f6a-4b43-bd11-87f1fff404c9","Iron Man",""
"1720514108","09 Jul 2024, 08:35","El Michels Affair","dbf0a5c5-3665-4495-b13b-99438a6a0900","Return to the 37th Chamber","6fb7e1f5-4f6a-4b43-bd11-87f1fff404c9","4th Chamber","5721c03c-9f90-4b80-b2d9-fffd3ac447de"
"1720437927","08 Jul 2024, 11:25","Eels","14387b0f-765c-4852-852f-135335790466","Hombre Lobo: 12 songs of desire","2052b555-6439-387b-98da-9d8c9be3605c","Fresh Blood","0839ea5e-9cf1-3ea1-bb4a-f69413415676"
